,run,cast,stop,hunch,backup,roll,small_actions
24.8,0.6339137645107794,0.3018242122719735,0.00912106135986733,0.004975124378109453,0.028606965174129355,0.013266998341625206,0.008291873963515753
24.900000000000002,0.6364013266998341,0.29892205638474295,0.009535655058043118,0.006633499170812603,0.026533996683250412,0.01326699834162521,0.008706467661691543
25.0,0.6257237386269645,0.3097601323407774,0.011166253101736972,0.009925558312655085,0.02129859387923904,0.011579818031430935,0.01054590570719603
25.1,0.6213632585203658,0.3104738154613466,0.010806317539484621,0.012468827930174564,0.02078137988362427,0.012468827930174564,0.011637572734829594
25.200000000000003,0.6173300165837479,0.3063847429519071,0.012023217247097843,0.009950248756218905,0.020729684908789382,0.01616915422885572,0.017412935323383085
25.3,0.6155913978494624,0.3134822167080231,0.013440860215053762,0.007444168734491315,0.01488833746898263,0.018196856906534328,0.01695616211745244
25.400000000000002,0.6102150537634408,0.32588916459884204,0.013234077750206784,0.00620347394540943,0.010132340777502066,0.019230769230769232,0.015095119933829613
25.5,0.6100082712985939,0.32795698924731187,0.013234077750206784,0.0033085194375516956,0.009925558312655087,0.018196856906534328,0.017369727047146403
25.6,0.6118693134822167,0.3331265508684863,0.01240694789081886,0.0,0.009305210918114143,0.01488833746898263,0.018403639371381307
25.700000000000003,0.6104218362282878,0.337055417700579,0.01240694789081886,0.0,0.00620347394540943,0.015301902398676591,0.018610421836228287
25.8,0.6188118811881188,0.33333333333333337,0.010726072607260726,0.000825082508250825,0.00165016501650165,0.01485148514851485,0.019801980198019802
25.900000000000002,0.62944582299421,0.3225806451612903,0.010752688172043012,0.0016542597187758478,0.0,0.01488833746898263,0.020678246484698095
26.0,0.6331679073614558,0.30893300248138955,0.014061207609594705,0.0041356492969396195,0.0016542597187758478,0.01488833746898263,0.023159636062861866
26.1,0.6316006600660067,0.3042491749174917,0.013613861386138614,0.006188118811881188,0.003919141914191419,0.014645214521452144,0.025783828382838284
26.200000000000003,0.6300411522633745,0.2958847736625514,0.013580246913580247,0.009465020576131687,0.011522633744855966,0.015637860082304528,0.023868312757201644
26.3,0.6330876330876329,0.2948402948402948,0.01556101556101556,0.007371007371007371,0.013104013104013103,0.014742014742014743,0.021294021294021293
26.400000000000002,0.636904761904762,0.2974137931034483,0.01683087027914614,0.004105090311986863,0.013546798029556651,0.01416256157635468,0.017036124794745484
26.5,0.6349009900990099,0.29826732673267325,0.01485148514851485,0.0033003300330033,0.01608910891089109,0.01608910891089109,0.0165016501650165
26.6,0.625514403292181,0.29917695473251027,0.013580246913580245,0.0012345679012345679,0.018518518518518517,0.015637860082304528,0.02633744855967078
26.700000000000003,0.6292181069958848,0.29691358024691356,0.015432098765432098,0.0008230452674897119,0.016872427983539093,0.014814814814814815,0.025925925925925925
26.8,0.627062706270627,0.30033003300330036,0.015676567656765675,0.0024752475247524753,0.0165016501650165,0.01485148514851485,0.0231023102310231
26.900000000000002,0.6214759535655058,0.30804311774461024,0.011608623548922056,0.0024875621890547263,0.02072968490878939,0.01451077943615257,0.021144278606965175
27.0,0.6163366336633664,0.3102310231023102,0.010726072607260728,0.000825082508250825,0.024752475247524754,0.013407590759075907,0.023721122112211217
27.1,0.6120689655172413,0.3103448275862069,0.010262725779967157,0.0,0.02791461412151067,0.013136288998357963,0.026272577996715927
27.200000000000003,0.6102941176470589,0.3100490196078431,0.00980392156862745,0.0008169934640522875,0.031862745098039214,0.011437908496732025,0.025735294117647058
27.3,0.60880195599022,0.3088834555827221,0.009779951100244497,0.005297473512632436,0.03096984515077425,0.011409942950285249,0.024857375713121434
27.400000000000002,0.6167076167076168,0.29934479934479935,0.0085995085995086,0.0085995085995086,0.031531531531531536,0.011056511056511056,0.024160524160524163
27.5,0.6237745098039216,0.28921568627450983,0.00857843137254902,0.008374183006535947,0.03676470588235294,0.013480392156862746,0.01981209150326797
27.6,0.63130081300813,0.28008130081300814,0.009756097560975608,0.0065040650406504065,0.04065040650406503,0.015853658536585366,0.015853658536585366
27.700000000000003,0.6352124183006537,0.2855392156862745,0.00980392156862745,0.004901960784313725,0.03390522875816993,0.01715686274509804,0.013480392156862746
27.8,0.6367731367731368,0.2903357903357903,0.008394758394758395,0.0036855036855036856,0.030303030303030304,0.016994266994266996,0.013513513513513514
27.900000000000002,0.6466992665036675,0.28484107579462103,0.005704971475142624,0.0024449877750611247,0.028117359413202935,0.015484922575387122,0.016707416462917686
28.0,0.6459854014598541,0.2895377128953771,0.0097323600973236,0.0024330900243309003,0.022708840227088398,0.010543390105433901,0.019059205190592052
28.1,0.6378048780487805,0.2967479674796748,0.012195121951219513,0.003658536585365854,0.022764227642276424,0.008130081300813007,0.018699186991869916
28.200000000000003,0.6298543689320388,0.298948220064725,0.013349514563106795,0.0048543689320388345,0.024676375404530743,0.012540453074433655,0.015776699029126214
28.3,0.6255020080321285,0.30140562248995983,0.014859437751004014,0.004819277108433735,0.02309236947791165,0.013654618473895581,0.016666666666666666
28.400000000000002,0.6215027977617907,0.30735411670663465,0.013589128697042365,0.003996802557953637,0.022382094324540365,0.01278976818545164,0.01838529176658673
28.5,0.61550759392486,0.31494804156674655,0.01079136690647482,0.002398081534772182,0.023181454836131092,0.011990407673860911,0.021183053557154278
28.6,0.6109775641025641,0.32491987179487175,0.009615384615384616,0.002403846153846154,0.01923076923076923,0.01201923076923077,0.020833333333333332
28.700000000000003,0.6139088729016786,0.3305355715427658,0.009592326139088728,0.0015987210231814548,0.013988808952837729,0.010391686650679455,0.019984012789768187
28.8,0.6019631410256411,0.34294871794871795,0.010817307692307692,0.0008012820512820513,0.013822115384615382,0.008814102564102564,0.020833333333333332
28.900000000000002,0.5935742971887551,0.34979919678714855,0.01325301204819277,0.0008032128514056224,0.011244979919678714,0.008032128514056224,0.023293172690763052
29.0,0.6036144578313253,0.3433734939759036,0.014457831325301205,0.0024096385542168677,0.01004016064257028,0.007228915662650603,0.01887550200803213
29.1,0.6097122302158273,0.3325339728217426,0.013189448441247002,0.005195843325339728,0.011390887290167866,0.007194244604316547,0.02078337330135891
29.200000000000003,0.6085918854415274,0.3329355608591885,0.011137629276054096,0.005171042163882259,0.010739856801909307,0.007159904534606206,0.024264120922832144
29.3,0.6067460317460318,0.3357142857142857,0.009523809523809525,0.0047619047619047615,0.009523809523809525,0.007142857142857143,0.02658730158730159
