p_table_1	p_table_2	p_table_3	p_table_4	p_table_5	p_table_6	p_table_7	p_table_8	p_table_9
NaN	0.600774462138497	0.892528315048498	0.26799000448916	0.777058548510577	0.176303008645158	0.195284309360511	NaN	NaN
0.180741132557348	NaN	0.116950328819439	0.433979717500548	0.040925077484592	0.112944026523596	0.833420334947435	NaN	NaN
0.83788607950374	0.00875360818372917	NaN	0.645374726697072	0.249351029751744	0.0408622913026944	0.541108152306148	NaN	NaN
0.167737815150408	0.876294113860228	0.0146567714136288	NaN	0.288579757442763	0.651049001475328	0.975829387936138	NaN	NaN
0.250621713249444	0.387538914739308	0.316329961678573	0.83560097739622	NaN	0.745625186516989	0.269768397942159	NaN	NaN
0.0115283018277853	0.903797531171489	0.167036999964646	0.971506329543919	0.516134552057888	NaN	0.875921171620468	NaN	NaN
0.803631484843291	0.0245221811762932	0.906443579374593	0.167545516915014	0.223185901961285	0.516855636760867	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
