p_table_1	p_table_2	p_table_3	p_table_4	p_table_5	p_table_6	p_table_7	p_table_8	p_table_9
NaN	0.0819335513611514	0.861690749423727	0.659779241716813	0.560123091932305	0.498167626440868	0.433597881995835	NaN	NaN
0.401353119677553	NaN	0.113972679510468	0.800263926411624	0.946037914727462	0.172568619871446	0.591350117738491	NaN	NaN
0.758241024283018	0.990535094393177	NaN	0.314994038948944	0.29665417224568	0.0750227176157268	0.161696156861304	NaN	NaN
0.206343033029803	0.366586971537402	0.529456798489696	NaN	0.722508321946439	0.896207822620655	0.745939048534617	NaN	NaN
0.927081372284726	0.244033988451257	0.836407072468871	0.708101354460851	NaN	0.435230956015069	0.744251505234428	NaN	NaN
0.757393730073164	0.822868990764588	0.131125817909738	0.782295573343435	0.166830044105099	NaN	0.978962206265366	NaN	NaN
0.11510238113539	0.427283515869425	0.0106511639015407	0.65269568673186	0.203769989999288	0.48041129832321	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
