p_table_1	p_table_2	p_table_3	p_table_4	p_table_5	p_table_6	p_table_7	p_table_8	p_table_9
NaN	0.108229374929147	0.865546283733716	0.0102315017972286	0.000522075898610197	0.389100491822829	0.501921078677967	NaN	NaN
0.0453098218433908	NaN	4.07251688439025e-06	0.0507792654959606	0.39953418748734	0.00187959269744697	0.026378908429652	NaN	NaN
0.718762239774714	0.848317312974013	NaN	0.203226865456363	0.383585621687063	0.766790577641886	0.0592002496036758	NaN	NaN
0.0333783506549638	0.980518382469987	0.0023562452496948	NaN	0.886909804418196	0.789719129927776	0.0733382393449704	NaN	NaN
0.0696317517940305	0.108698873720218	0.000110436132934932	0.0803572060613588	NaN	0.429040884798286	0.0849740062548713	NaN	NaN
0.825804791812864	0.069754287630888	0.0529611895886769	0.0367473972047925	0.713602027405543	NaN	0.369840198792011	NaN	NaN
0.837001869020322	0.8175328380538	0.198076061571262	0.186411323924826	0.0805387922526964	0.115165495165963	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
