p_table_1	p_table_2	p_table_3	p_table_4	p_table_5	p_table_6	p_table_7	p_table_8	p_table_9
NaN	0.00119292824180972	0.219241211481371	1.36815875295682e-08	0.000167600850669691	0.720947148401345	0.0941913888454198	NaN	NaN
0.91245515147072	NaN	0.006184860394574	0.0142602186841373	0.341858605411658	0.0199632079572174	0.0842773889896922	NaN	NaN
0.0298773808290936	0.557913366817081	NaN	0.296452126007707	0.577931286581887	0.89294485817408	0.611758945757618	NaN	NaN
0.633945023532312	0.258663643780918	0.580168458591888	NaN	0.832861750827085	0.328894315112371	0.719466859533047	NaN	NaN
0.0921196651786449	0.00229091734381948	0.00166638940064667	0.0504761160933258	NaN	0.63977428519356	0.34910917659938	NaN	NaN
0.885491772466692	0.0697148301196718	0.195369806923332	0.580097823861937	0.432760720569107	NaN	0.260776975971584	NaN	NaN
0.18892200980253	0.0223442945280421	0.000532888827445843	0.787957848718457	0.822591752730035	0.417340969220565	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
