p_table_1	p_table_2	p_table_3	p_table_4	p_table_5	p_table_6	p_table_7	p_table_8	p_table_9
NaN	0.190830362187324	0.272552958098601	0.00678812931723283	0.188847570459442	0.682067240203466	0.463157915823549	NaN	NaN
0.006955529121634	NaN	0.578706598558987	0.0522971455127632	0.0449910503280947	0.130347232841151	0.158229640285181	NaN	NaN
0.0179715821086484	0.331665091018198	NaN	0.712550690638406	0.658367657298893	0.920474907752702	0.637837894175515	NaN	NaN
0.00051104774657218	0.259667252960635	0.000276966497789188	NaN	0.704326365626556	0.576493049832189	0.446549556802219	NaN	NaN
0.012675888799616	0.121417918536856	0.789873261992944	0.0151136844269236	NaN	0.138638903542949	0.789308443756212	NaN	NaN
0.421458824166426	0.111810097759815	0.523740706814974	0.834872921212789	0.0113863262157563	NaN	0.403459104443853	NaN	NaN
0.0929752187663359	0.00932579744162987	0.471630219706828	0.109825741167599	0.00382971083464267	0.334962356532135	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
