p_table_1	p_table_2	p_table_3	p_table_4	p_table_5	p_table_6	p_table_7	p_table_8	p_table_9
NaN	0.010766180799673	0.229483007628399	4.55316334524447e-06	0.0733595902337163	0.987212355094217	0.0969632755565631	NaN	NaN
0.00519537241798229	NaN	0.414439509077082	0.00704317810998589	0.874400337712841	0.84826701442774	0.0962360021449962	NaN	NaN
0.00769907467313047	0.707191575204834	NaN	0.672736159098247	0.769298708146542	0.721054157813887	0.0837923480613224	NaN	NaN
2.79431806752273e-05	0.847925789245461	0.919641929304546	NaN	0.35672353157098	0.272203424179646	0.261729441763751	NaN	NaN
5.90832342329817e-05	0.621658642752771	0.00229174705169211	0.0206518719432182	NaN	0.132795632921671	0.0281528550155219	NaN	NaN
0.55275819858954	0.0661599970587152	0.970919263044079	0.05017066289806	0.211641823136857	NaN	0.542898439945842	NaN	NaN
0.0261362514830461	0.966475619044936	0.519523429510014	0.710878643453491	0.218191820088449	0.247419903180473	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
